SaleID,Date,Branch,Category,Product,Quantity,UnitPrice,TotalSales,PaymentMethod
52019,23-01-1975,Nairobi,Snacks,Specific,20,500,10000,cash
52435,10/31/2024,Mombasa,Beverages,Hair,20,500,10000,cash
50009,6/6/2022,,groceries,Bring,2,10000,20000,Card
53679,11/8/2024,,Beverages,Investment,20,2000,40000,Cash
50154,7/20/2025, Kisumu ,groceries,Trade,2,2000,4000,Cash
51438,10/8/2025, Kisumu ,Groceries,Wind,2,2000,4000,Cash
51206,12/9/1973,Nairobi,Beverages,Western,2,1000,2000,cash
51844,7/11/2025,Nairobi,groceries,Environment,50,500,25000,Cash
52739,10/3/2024,Mombasa,groceries,Into,20,50,1000,Cash
52494,28-05-1976, Kisumu ,Snacks,Travel,50,500,25000,M-Pesa
53094,16-06-1990,Mombasa,Household,Heavy,5,500,2500,Cash
50870,2/13/2025, Kisumu ,Household,Traditional,20,50,1000,M-Pesa
50765,24-03-2007,Nairobi,Personal Care,Capital,5,250,1250,cash
53336,1/28/2025,,groceries,Give,20,250,5000,M-Pesa
51866,7/28/2025,,Beverages,Control,,500,,Card
53496,14-11-1992,nakuru,Personal Care,Brother,50,1000,50000,cash
50131,3/21/2025,Nairobi,Household,Put,20,500,10000,M-Pesa
50875,14-04-1984,,Snacks,Around,2,250,500,cash
50322,3/3/2026,,Snacks,Accept,20,1000,20000,Card
52432,5/12/2025,Mombasa,Personal Care,Bad,,100,,M-Pesa
51483,13-04-1986,Mombasa,Groceries,Difference,2,500,1000,cash
50516,22-03-1973,nakuru,groceries,Tax,,2000,,cash
53288,12/12/2024,,groceries,Capital,20,500,10000,Card
52195,5/10/1970,,Beverages,Past,2,2000,4000,M-Pesa
50319,18-01-2021,nakuru,Snacks,Wrong,10,100,1000,M-Pesa
50793,4/7/2025,Nairobi,Personal Care,Ask,50,50,2500,M-Pesa
50507,20-04-1997,nakuru,Beverages,Project,50,,,Card
51010,1/22/2026,nakuru,groceries,Thank,2,500,1000,cash
53146,14-09-1993,,groceries,Realize,,2000,,Cash
50009,26-12-1995,Mombasa,Personal Care,When,10,1000,10000,Card
50220,30-03-2012,Nairobi,Beverages,Wish,5,10000,50000,Cash
51172,25-11-2004, Kisumu ,Snacks,Tv,1,10000,10000,cash
52967,2/10/2025,,Groceries,Person,10,2000,20000,M-Pesa
52792,4/4/2025,,Personal Care,Effort,5,2000,10000,Card
52858,7/13/2025,Mombasa,Beverages,Fear,20,250,5000,Card
52261,6/12/2026,nakuru,Beverages,Both,2,250,500,Cash
50090,12/15/2025,Mombasa,Snacks,Control,50,,,M-Pesa
51823,28-08-1986, Kisumu ,Groceries,Time,20,10000,200000,Card
50227,10/11/2025,,Beverages,Recently,20,50,1000,cash
52420,3/10/2026,,Personal Care,Four,1,2000,2000,Cash
51639,11/22/2024,Mombasa,Household,Art,10,50,500,Card
50199,1/4/2025,Nairobi,groceries,She,1,50,50,cash
50433,26-06-2003,,Beverages,Read,10,50,500,M-Pesa
50893,5/31/2025,Mombasa,Personal Care,Interview,50,1000,50000,Cash
53541,1/13/2025,,Beverages,Not,,100,,Card
51498,10/8/2014,Nairobi,Groceries,Political,5,2000,10000,Card
51210,8/26/2025,Nairobi,Snacks,Call,10,50,500,Cash
51991,2/1/2026,,Beverages,Something,1,1000,1000,Card
51640,3/29/2026,nakuru,Household,Daughter,50,1000,50000,M-Pesa
52111,4/24/2025, Kisumu ,groceries,Dinner,2,50,100,Cash
52915,3/4/1988,Mombasa,Snacks,Environment,2,10000,20000,M-Pesa
51395,9/12/1981, Kisumu ,Household,Conference,1,100,100,Card
52599,11/2/2026,Mombasa,Beverages,Investment,50,100,5000,Card
52959,3/31/2025,,Household,Involve,20,2000,40000,M-Pesa
52751,27-03-2016,,Personal Care,Blue,1,50,50,Cash
53957,12/2/2025,Mombasa,Snacks,Clearly,10,250,2500,cash
52820,12/23/2024,Nairobi,Personal Care,Key,50,,,cash
51357,7/1/2021,,Household,Worry,2,50,100,cash
52303,11/6/2005, Kisumu ,Beverages,Record,10,100,1000,Cash
52968,9/8/1998, Kisumu ,Beverages,Book,20,500,10000,Card
51236,11/6/1982,Nairobi,groceries,To,,500,,Cash
51722,9/7/2025,Mombasa,Household,Throughout,5,50,250,Cash
51011,16-05-1991,Nairobi,Beverages,Right,20,2000,40000,M-Pesa
50776,9/12/2024,,groceries,Toward,10,10000,100000,M-Pesa
52652,12/22/2025,Mombasa,Household,Turn,,50,,M-Pesa
53245,6/5/2010,nakuru,groceries,Its,,1000,,Cash
50749,17-01-1988,Mombasa,Household,Ready,50,500,25000,Cash
52540,11/10/1981, Kisumu ,Groceries,Mention,1,10000,10000,cash
50651,20-01-1974, Kisumu ,Groceries,Nature,10,10000,100000,cash
50101,2/28/2025,Nairobi,Groceries,Call,10,1000,10000,M-Pesa
51866,10/1/2024,nakuru,Snacks,Own,,100,,Cash
53931,10/2/1976,Mombasa,Groceries,Small,2,,,M-Pesa
52425,21-02-2002,nakuru,Personal Care,West,10,2000,20000,Cash
50062,15-04-1991, Kisumu ,Beverages,Image,50,10000,500000,M-Pesa
51548,20-11-2025,nakuru,Groceries,Coach,5,250,1250,Card
52657,21-09-2007,,Personal Care,Seven,5,10000,50000,M-Pesa
52256,15-02-1981,,groceries,Bank,10,500,5000,Card
53385,10/17/2024,,Snacks,Myself,10,100,1000,Cash
50125,12/10/1974,,Household,Wish,,100,,M-Pesa
51039,4/28/2026,,Beverages,Join,1,50,50,cash
50247,4/3/2025,Nairobi,Snacks,Attention,1,2000,2000,Card
51847,9/12/2024,Nairobi,Household,Agent,2,500,1000,Cash
50579,7/13/2025,,groceries,Degree,2,100,200,M-Pesa
52565,8/15/2025, Kisumu ,Personal Care,Production,20,10000,200000,Card
50753,2/4/2026,,Beverages,Ball,10,500,5000,Card
53409,20-07-1978, Kisumu ,Household,Save,50,500,25000,Cash
50272,12/16/2025,,groceries,Budget,5,,,M-Pesa
50709,3/19/2026,,Groceries,Enjoy,,50,,M-Pesa
51769,2/23/2026, Kisumu ,Groceries,Describe,,1000,,cash
52330,4/12/1999, Kisumu ,Snacks,Whatever,10,100,1000,Cash
50030,13-02-2003,,Household,Happen,50,500,25000,cash
52348,17-03-2014,Nairobi,groceries,Build,50,500,25000,cash
50763,10/3/2024,nakuru,Groceries,Decade,,1000,,Cash
51872,7/17/2025,nakuru,Personal Care,Arm,,,,Card
50575,4/9/2025, Kisumu ,Household,Experience,,100,,Cash
50448,4/24/2025,Nairobi,Snacks,Seat,10,1000,10000,cash
52423,6/24/2025,,Snacks,Those,2,1000,2000,Card
53366,9/1/1991,,groceries,Network,,50,,Cash
51603,9/30/2024,Mombasa,Groceries,Sign,5,,,M-Pesa
51625,4/12/2025,Mombasa,Beverages,Establish,20,100,2000,Card
51063,2/4/2022,,Snacks,Beautiful,50,2000,100000,Card
52760,12/7/2024,Mombasa,Beverages,Know,1,10000,10000,M-Pesa
52023,2/17/2025,,Groceries,Personal,,500,,M-Pesa
52804,10/29/2025,nakuru,groceries,Red,1,250,250,cash
50744,29-04-1984,Mombasa,Beverages,Serve,1,2000,2000,cash
52691,6/2/1988, Kisumu ,Personal Care,But,50,2000,100000,Card
52120,9/3/2025,Mombasa,Groceries,Per,20,10000,200000,Card
53950,10/27/2025, Kisumu ,Groceries,Friend,2,10000,20000,M-Pesa
51548,8/12/2012,Nairobi,Household,Performance,50,50,2500,Card
51610,14-05-1990,Mombasa,Household,Baby,5,10000,50000,Card
50327,19-05-1989,Nairobi,Household,Thus,5,1000,5000,cash
51900,8/7/2008,Mombasa,Household,Enough,1,1000,1000,Card
51893,7/16/2024, Kisumu ,Groceries,High,10,50,500,M-Pesa
51810,23-09-1989, Kisumu ,Household,Meet,5,250,1250,Cash
51621,10/4/1997,,Snacks,Beat,10,50,500,Cash
50949,5/9/2025,Mombasa,groceries,Everything,,100,,cash
53586,2/1/1989,Nairobi,Snacks,Sit,5,50,250,Cash
51643,12/30/2024,,Groceries,Mr,10,500,5000,M-Pesa
53678,6/20/2024, Kisumu ,Snacks,Cut,5,1000,5000,M-Pesa
53573,2/17/2026,,Beverages,Economy,5,250,1250,Card
51148,31-01-2008,,Groceries,Family,5,500,2500,M-Pesa
52584,28-12-1972,Mombasa,groceries,Its,50,250,12500,M-Pesa
50984,9/27/2025,,Snacks,Ever,2,1000,2000,Card
52302,14-06-1973,,Snacks,Goal,10,10000,100000,cash
52824,1/8/2026,,Household,Number,,1000,,M-Pesa
53254,10/9/2025,Nairobi,groceries,Only,2,1000,2000,cash
53983,2/3/2006,Mombasa,Personal Care,Consumer,2,2000,4000,Card
51344,19-02-2014,Mombasa,Household,Commercial,5,500,2500,Cash
51651,8/1/2025,nakuru,Groceries,Order,1,2000,2000,Card
53590,15-05-1973, Kisumu ,Snacks,Thousand,10,1000,10000,M-Pesa
53088,7/25/2025,,Personal Care,Production,10,1000,10000,cash
52522,5/24/2025,Mombasa,Groceries,Generation,10,1000,10000,Card
53729,3/23/2025,nakuru,Beverages,Of,,50,,Card
51069,10/30/2024,,Snacks,Per,5,10000,50000,Cash
52701,10/28/2025,,Personal Care,Thus,20,1000,20000,Cash
50770,10/5/2025,nakuru,Snacks,Cover,10,500,5000,Cash
52941,6/10/1992,nakuru,groceries,Garden,20,100,2000,Cash
52915,4/16/2026,nakuru,Personal Care,News,1,10000,10000,M-Pesa
51113,4/11/1987,Nairobi,Snacks,Foreign,,50,,Cash
51573,7/16/2025,Nairobi,Beverages,Get,50,1000,50000,M-Pesa
50808,11/4/1997,Nairobi,Beverages,Individual,10,1000,10000,Cash
52931,5/12/2025,Nairobi,Personal Care,Miss,1,100,100,Card
52115,25-08-1999,Nairobi,Groceries,Growth,10,1000,10000,Card
53281,5/17/2025,Mombasa,Beverages,Open,,50,,M-Pesa
51668,3/27/2025,nakuru,groceries,Individual,,500,,M-Pesa
52415,4/6/1984,,Snacks,But,20,250,5000,cash
50104,26-08-2006, Kisumu ,Snacks,Though,1,50,50,Cash
53765,6/25/2025,nakuru,Household,Magazine,50,10000,500000,Cash
53101,15-11-1988,,Household,Wonder,1,500,500,cash
53994,8/10/2024,,Snacks,Expect,2,100,200,cash
53581,1/7/2025,nakuru,Groceries,Leg,10,2000,20000,M-Pesa
52792,7/18/2025,,Beverages,Other,1,250,250,Card
51343,18-03-2020,Nairobi,Beverages,Blood,2,250,500,M-Pesa
52993,4/23/2025,nakuru,Beverages,Change,10,100,1000,M-Pesa
53979,17-12-2007,Nairobi,Snacks,Trial,1,2000,2000,Cash
50157,22-03-2004,Nairobi,groceries,Purpose,5,1000,5000,M-Pesa
51161,20-02-1981, Kisumu ,Household,What,20,10000,200000,cash
53301,9/3/1988, Kisumu ,Beverages,Beautiful,5,50,250,Card
50502,8/29/2025,Mombasa,Beverages,Turn,20,250,5000,Card
51412,8/3/2024,nakuru,Beverages,Reduce,5,500,2500,Card
51396,22-12-2004,nakuru,Snacks,However,2,50,100,M-Pesa
50940,4/10/1989,Nairobi,groceries,Law,20,100,2000,Cash
53405,6/25/2025,Mombasa,groceries,Wide,10,2000,20000,M-Pesa
50098,7/6/1975, Kisumu ,groceries,Everyone,10,2000,20000,cash
52591,11/24/2025,,Household,Body,,2000,,Cash
53295,30-01-1995, Kisumu ,Groceries,Letter,1,10000,10000,M-Pesa
50638,9/22/2024,,Groceries,Last,50,2000,100000,cash
52378,2/11/2001,,Household,Pick,,,,Card
51526,23-07-1972,,Household,Allow,2,500,1000,cash
53735,12/5/2000,,Snacks,Remember,2,1000,2000,Card
51268,6/2/2022,,Snacks,Region,,10000,,Cash
52203,25-02-2023,,Personal Care,Country,2,10000,20000,cash
52609,9/25/2024,Nairobi,groceries,College,10,2000,20000,cash
51533,3/3/2026, Kisumu ,Snacks,Sort,,2000,,cash
53398,6/13/2025, Kisumu ,Groceries,Gun,20,50,1000,Card
50177,10/9/2024,Nairobi,Household,Clear,,2000,,M-Pesa
51554,22-06-1992,,Beverages,Important,1,100,100,Cash
53063,18-10-1977,Nairobi,Personal Care,Need,10,250,2500,cash
52225,10/2/2015,Nairobi,Groceries,Paper,1,250,250,M-Pesa
51332,11/9/1986, Kisumu ,Personal Care,Seek,20,250,5000,Cash
53648,12/26/2024, Kisumu ,Household,Beyond,1,250,250,cash
51829,4/9/2025,,Beverages,Between,,10000,,cash
52530,11/5/1993,Nairobi,Household,Continue,20,50,1000,cash
51441,8/4/1975,,Groceries,Appear,10,,,cash
50914,27-06-1998,,Household,Without,20,,,M-Pesa
51329,15-12-2005,Nairobi,groceries,Street,1,10000,10000,M-Pesa
52513,10/30/2024, Kisumu ,groceries,Can,10,2000,20000,M-Pesa
52234,20-05-2005,,Groceries,Medical,,10000,,Cash
51332,18-12-1999, Kisumu ,groceries,Day,5,500,2500,M-Pesa
50115,8/9/2024,,Household,Partner,,,,cash
53395,16-11-1996,Mombasa,groceries,Produce,50,100,5000,M-Pesa
50945,7/31/2025,,Snacks,Employee,,500,,cash
50275,10/16/2024,,Beverages,Note,1,10000,10000,cash
50407,28-04-1997,,Snacks,Glass,20,,,Cash
52366,15-12-2024,Mombasa,Household,After,50,50,2500,Card
50471,3/2/2026,,Household,Recently,10,2000,20000,Card
52746,4/20/2026,Mombasa,Beverages,Institution,20,100,2000,cash
53022,11/11/2008,Nairobi,Snacks,Condition,20,250,5000,Card
50915,24-07-1984,Mombasa,Snacks,Spend,5,250,1250,cash
50172,29-10-2018,,Beverages,Security,1,10000,10000,M-Pesa
52512,8/17/2025,,Snacks,Last,50,250,12500,cash
50373,27-01-1981,,Beverages,Character,1,250,250,Cash
51837,5/16/2026,,Groceries,Study,20,250,5000,cash
51616,4/11/2018,Nairobi,Household,Music,2,250,500,M-Pesa
52698,2/18/2025,Nairobi,Groceries,West,5,250,1250,Cash
53027,2/27/2025,,Household,Surface,1,100,100,Cash
51604,12/18/2024,,Beverages,Lose,10,10000,100000,M-Pesa
51624,13-03-1997,Nairobi,Snacks,Wear,5,,,Cash
51311,1/23/2026,Nairobi,groceries,Person,20,50,1000,M-Pesa
50533,6/12/2002,Nairobi,Personal Care,Interview,50,1000,50000,Card
51126,2/1/2026,,Snacks,Million,2,,,cash
53314,9/17/2024,nakuru,groceries,Song,5,50,250,cash
50150,8/29/2025,Mombasa,groceries,Fight,10,500,5000,Cash
52854,11/25/2025, Kisumu ,groceries,Direction,,50,,cash
51570,3/12/2026,nakuru,Groceries,Team,50,,,Cash
50439,17-04-2022, Kisumu ,Personal Care,Out,50,,,cash
52720,4/4/1972,nakuru,Groceries,Return,50,2000,100000,Card
50293,22-09-1988,nakuru,Personal Care,Record,10,250,2500,Card
50530,1/12/2019,Mombasa,Snacks,Federal,20,250,5000,Cash
53171,6/22/2024,Mombasa,Household,Despite,,10000,,M-Pesa
52501,4/25/2026,Nairobi,groceries,Attack,1,500,500,M-Pesa
52928,6/30/2025,Mombasa,Personal Care,Bed,1,250,250,M-Pesa
53630,27-01-2002,,Household,Begin,50,2000,100000,M-Pesa
53126,11/12/2024,nakuru,Household,Open,20,250,5000,Cash
51752,31-07-1972,,Personal Care,Design,2,250,500,M-Pesa
51174,23-08-1980,nakuru,Snacks,Rather,20,50,1000,Card
53657,9/24/2024, Kisumu ,Snacks,Their,20,2000,40000,Card
53362,20-03-1991,nakuru,groceries,Course,10,,,Card
52204,24-02-2000,Nairobi,Snacks,Able,50,2000,100000,Cash
51520,3/28/2025, Kisumu ,Personal Care,Push,2,50,100,Card
52129,3/24/2026,,groceries,Allow,1,10000,10000,Cash
50475,29-05-2000,Mombasa,Groceries,Perhaps,5,,,Card
53882,6/8/2020,Nairobi,groceries,Organization,,,,M-Pesa
50577,3/5/2026, Kisumu ,Snacks,Discover,1,250,250,Card
53748,9/21/2025,Mombasa,groceries,Into,2,1000,2000,M-Pesa
51761,8/18/2024,nakuru,Personal Care,Pull,,,,Cash
50221,31-07-1991,nakuru,Snacks,Politics,1,1000,1000,cash
50931,10/6/1986,,Personal Care,Morning,,10000,,cash
53756,2/7/1982,nakuru,Personal Care,Wind,,500,,Card
51387,12/8/1971, Kisumu ,Beverages,Individual,,500,,Card
53584,11/11/2025,,groceries,Director,5,10000,50000,Card
54000,7/10/2024,,Household,Building,5,,,cash
50647,1/30/2025,Mombasa,Personal Care,Fill,5,2000,10000,M-Pesa
51204,10/6/1982,Nairobi,Snacks,Never,10,50,500,M-Pesa
53559,1/24/2026,Mombasa,groceries,Here,1,250,250,Card
53506,3/5/2025,Mombasa,Household,Data,50,100,5000,cash
52263,6/4/1986,Mombasa,Personal Care,Card,1,250,250,cash
53572,11/16/2024,Nairobi,Personal Care,Table,1,50,50,cash
53021,20-09-1978,,Beverages,Western,20,,,M-Pesa
53228,9/11/1984,nakuru,Groceries,Item,10,500,5000,Card
51128,7/7/1995,Mombasa,Household,Teacher,1,50,50,cash
52659,1/28/2025,nakuru,Beverages,Want,,50,,Cash
53078,25-08-1997,Nairobi,Snacks,Choice,20,2000,40000,Card
52711,11/2/2003,Mombasa,Beverages,Represent,2,1000,2000,Card
51363,19-02-2015,Mombasa,groceries,Focus,10,500,5000,cash
51135,28-10-2025,,Beverages,Meet,2,1000,2000,Card
51449,3/7/2017,Mombasa,Beverages,Health,20,,,M-Pesa
52036,20-06-2005,nakuru,Household,Move,5,10000,50000,Cash
52788,10/26/2025, Kisumu ,Beverages,Size,,250,,Cash
52750,29-07-2013,,Personal Care,Make,2,,,Cash
50721,11/4/2024,,Household,You,5,1000,5000,Cash
53055,11/14/2024,Nairobi,Personal Care,Oil,2,500,1000,Cash
51720,10/9/1992,,groceries,Accept,1,50,50,Card
52367,10/4/2004,Nairobi,groceries,Town,20,500,10000,Cash
52754,14-10-2015, Kisumu ,Household,Commercial,10,250,2500,cash
51445,12/4/2025,,Personal Care,Leave,1,2000,2000,M-Pesa
51731,18-03-1972,,groceries,Race,1,100,100,Cash
50598,7/11/2009, Kisumu ,Household,But,2,50,100,Card
51213,20-08-1991,,Groceries,Police,5,2000,10000,M-Pesa
53402,25-09-1970,Mombasa,Personal Care,Right,50,250,12500,Card
52983,11/7/1998, Kisumu ,Personal Care,Office,50,2000,100000,cash
53089,27-10-1988,Nairobi,Beverages,Their,2,50,100,M-Pesa
51833,7/29/2025,Mombasa,Personal Care,Newspaper,50,500,25000,Cash
53512,17-02-1984,nakuru,Personal Care,Dinner,20,2000,40000,M-Pesa
53668,19-10-1970, Kisumu ,Household,Case,,100,,Cash
50428,31-05-2003,Nairobi,Personal Care,Play,,500,,cash
50591,11/4/2012,Mombasa,Snacks,Event,5,250,1250,Card
50154,12/2/1995,nakuru,Beverages,Doctor,2,1000,2000,Card
51034,7/11/2012,,Groceries,Herself,2,100,200,M-Pesa
53317,10/20/2025,nakuru,groceries,Main,50,10000,500000,M-Pesa
50506,12/21/2024,nakuru,Snacks,Keep,10,250,2500,M-Pesa
51520,28-02-2002, Kisumu ,Personal Care,House,5,500,2500,Card
53674,10/29/2025,nakuru,Household,Series,20,250,5000,Cash
53355,27-06-1971,Nairobi,Personal Care,Young,,500,,Cash
50728,1/11/1971,,Household,Six,50,10000,500000,cash
50292,11/7/2024,,groceries,Effect,2,2000,4000,Card
51876,1/9/1975,,Groceries,Hundred,2,10000,20000,cash
50616,3/26/2025,,Beverages,View,50,100,5000,M-Pesa
53908,6/25/2025,Nairobi,Household,Pass,2,,,cash
50778,5/26/2026,nakuru,Beverages,Leg,10,2000,20000,M-Pesa
52881,6/13/2026,Mombasa,Groceries,Seek,20,500,10000,cash
52861,9/5/2024,,Beverages,Least,1,100,100,M-Pesa
52211,6/14/2026,,Beverages,Friend,20,100,2000,M-Pesa
51583,19-07-1981,Nairobi,Household,Rather,10,10000,100000,Card
50711,8/8/1970, Kisumu ,Household,Something,50,100,5000,Card
50760,8/4/2013,,groceries,Drop,10,1000,10000,cash
53230,7/25/2024,Mombasa,Personal Care,Miss,20,1000,20000,M-Pesa
51151,2/2/1974,Nairobi,Groceries,Shake,5,50,250,M-Pesa
50784,6/22/2025,Nairobi,groceries,Fast,2,50,100,cash
51313,2/4/2025,Nairobi,Groceries,Anything,2,100,200,Card
52228,6/8/2006,Mombasa,groceries,My,10,1000,10000,Cash
50523,7/1/2009,nakuru,Household,Give,,50,,M-Pesa
53946,2/10/2006,,groceries,Value,,100,,Cash
52685,4/22/2025,,groceries,Always,1,1000,1000,Card
51901,30-09-1990, Kisumu ,Personal Care,Tonight,1,2000,2000,cash
50672,6/6/2026, Kisumu ,Groceries,Her,,10000,,cash
53688,12/3/2024,,Groceries,Discuss,1,50,50,Cash
52939,1/7/2025,nakuru,Snacks,Way,,2000,,M-Pesa
51798,5/26/2025,,Household,Various,2,1000,2000,cash
51452,4/12/2026,Nairobi,Snacks,Wish,1,250,250,Card
50211,11/14/2025, Kisumu ,Beverages,These,5,500,2500,Card
51701,11/10/2009,Nairobi,Beverages,Sure,5,1000,5000,Cash
52303,9/7/2025,,Groceries,The,1,10000,10000,cash
53539,5/2/2025,nakuru,groceries,Each,5,,,M-Pesa
51409,28-07-2025,nakuru,Groceries,Whom,10,10000,100000,Cash
50980,9/3/1995,,Beverages,Want,,1000,,Card
51832,24-05-2021,,groceries,Might,2,50,100,cash
52935,20-08-1980,,Beverages,Treat,5,2000,10000,cash
51790,6/30/2024,,Beverages,Imagine,1,250,250,Card
51114,16-03-2012,,Personal Care,Suggest,50,2000,100000,M-Pesa
52391,21-12-1983,nakuru,Household,Pull,,100,,Card
51700,5/21/2026,,Snacks,Person,2,100,200,cash
50508,3/1/2025,Nairobi,Snacks,Brother,50,10000,500000,M-Pesa
50011,12/18/2025, Kisumu ,groceries,Never,1,,,cash
50770,1/1/2020,Mombasa,groceries,Raise,20,,,Cash
50271,4/7/2025,,Personal Care,Car,,500,,Card
52912,31-01-1980,,groceries,Travel,50,10000,500000,Cash
52080,2/4/2000,,Personal Care,Visit,1,2000,2000,Cash
51449,5/28/2025,,Beverages,Before,20,250,5000,M-Pesa
52910,12/12/1996,nakuru,Groceries,Old,,,,Card
53540,1/6/2025, Kisumu ,Groceries,Wear,5,100,500,cash
53687,11/4/1979,Mombasa,Personal Care,Carry,1,500,500,Card
53155,8/1/2025,,Groceries,Both,,,,Cash
50479,6/2/2025,Mombasa,Groceries,Much,5,,,cash
51654,18-06-1995,,Snacks,Government,2,100,200,M-Pesa
50603,29-04-1988,,Beverages,Treat,20,250,5000,M-Pesa
53335,9/23/2025,,groceries,Week,50,500,25000,M-Pesa
50380,9/9/2024, Kisumu ,Household,Modern,5,10000,50000,Cash
50462,10/7/2011,,Beverages,Certainly,10,500,5000,Cash
52874,27-05-2013,nakuru,Household,Generation,5,,,M-Pesa
53710,3/3/2025, Kisumu ,Groceries,Tend,2,500,1000,cash
52513,14-07-2002,,Snacks,Others,5,,,cash
50493,8/2/1975,,groceries,Later,20,100,2000,cash
52961,12/4/2025,nakuru,Household,Pressure,50,500,25000,cash
53057,11/8/2024,Mombasa,Groceries,Skill,2,10000,20000,cash
50720,10/27/2025,,Household,Order,20,2000,40000,M-Pesa
52578,14-06-2015,,Personal Care,Enter,50,,,Card
53524,7/21/2025,Nairobi,groceries,Major,2,1000,2000,Card
53755,2/25/2026, Kisumu ,Snacks,Give,,50,,cash
50105,28-10-2016, Kisumu ,groceries,Wide,20,1000,20000,M-Pesa
50237,11/2/2025,Mombasa,Groceries,Into,10,100,1000,cash
51420,2/13/2026,,Groceries,Always,1,50,50,Cash
50705,31-05-2019,,Snacks,Finish,20,50,1000,M-Pesa
51211,3/13/2025, Kisumu ,Household,If,50,100,5000,M-Pesa
51191,18-03-2006,,Snacks,Attention,1,100,100,Cash
51476,21-06-1986,,Snacks,Do,,,,Cash
53744,28-11-1996,,Groceries,Fish,10,2000,20000,Card
51809,6/12/2025,,groceries,Choice,,50,,cash
53577,17-11-1978,nakuru,Snacks,Test,10,50,500,Card
51547,6/7/2025,,groceries,Staff,20,1000,20000,cash
51270,20-01-1977,,Groceries,Pick,2,250,500,M-Pesa
51601,14-02-1999,,Beverages,Find,20,10000,200000,M-Pesa
51291,5/24/2026,,Snacks,Think,10,2000,20000,M-Pesa
50898,29-07-2011,Nairobi,Beverages,Indeed,10,1000,10000,Cash
50094,9/22/2024,,Groceries,Building,50,2000,100000,Card
53682,11/14/2025,nakuru,Groceries,Generation,2,1000,2000,Cash
52413,1/31/2025,Nairobi,Groceries,Cup,20,100,2000,Cash
51291,5/2/1974,Nairobi,groceries,Herself,2,100,200,M-Pesa
53994,9/19/2024,Nairobi,Beverages,Political,50,500,25000,M-Pesa
51633,1/5/2026, Kisumu ,Household,Tv,1,50,50,cash
50106,2/5/2026,,Beverages,Also,2,100,200,cash
52164,25-03-1988,,Beverages,Anything,1,250,250,M-Pesa
50940,9/1/1992,nakuru,Personal Care,Hard,1,250,250,cash
52520,13-04-1975, Kisumu ,Personal Care,Sometimes,1,100,100,cash
53257,9/7/1991, Kisumu ,Beverages,No,1,1000,1000,cash
50583,11/6/2003,,Personal Care,Mrs,,250,,Card
50355,2/8/2025,nakuru,Groceries,If,2,50,100,cash
51277,9/21/2024,Nairobi,Beverages,This,5,50,250,Cash
52877,10/6/2024,Mombasa,Personal Care,Town,1,2000,2000,cash
52110,30-06-2017,Nairobi,groceries,Media,,50,,Cash
52139,30-07-2001, Kisumu ,Household,Station,10,10000,100000,Cash
51503,6/5/2026,Nairobi,Beverages,Degree,5,100,500,Card
53713,1/23/2026,,groceries,Those,,500,,cash
52773,8/20/2025, Kisumu ,groceries,Risk,5,10000,50000,cash
53180,9/9/2025,,Beverages,Art,20,500,10000,Card
51636,5/5/2026,Mombasa,Groceries,At,50,50,2500,M-Pesa
52868,1/29/2025,nakuru,Personal Care,Left,10,10000,100000,cash
51181,6/16/2025, Kisumu ,Beverages,Hour,1,500,500,cash
51586,5/11/2026,,Snacks,Close,1,250,250,Cash
53387,9/15/2024,Mombasa,groceries,Service,1,,,Cash
50315,31-12-2015,,Groceries,Likely,1,500,500,Card
53125,9/19/2025, Kisumu ,Groceries,Manager,5,100,500,Cash
51449,1/16/2026,,Household,Mother,50,250,12500,M-Pesa
50733,8/29/2025,Nairobi,Snacks,Why,1,2000,2000,Card
50841,12/8/2025, Kisumu ,Groceries,Police,20,100,2000,M-Pesa
52333,31-03-1996,,Household,Author,10,50,500,M-Pesa
51024,10/2/2024,Nairobi,Groceries,Federal,2,50,100,M-Pesa
51047,15-02-1992,,Snacks,No,,100,,cash
53430,4/8/1999,Nairobi,Groceries,Set,5,100,500,Cash
53270,30-09-2018,,Groceries,Friend,50,,,Cash
53618,1/15/2026,Nairobi,Snacks,Action,10,100,1000,cash
52313,9/8/2025,Nairobi,Household,Boy,20,2000,40000,M-Pesa
52811,12/3/2025, Kisumu ,Snacks,Chair,1,,,Card
51550,3/19/2025,,groceries,Weight,10,2000,20000,Card
52324,7/28/2024,,Personal Care,Ahead,50,500,25000,Cash
50788,21-06-2003,,groceries,Spend,10,100,1000,M-Pesa
50110,6/27/2025,,Personal Care,Computer,1,,,M-Pesa
50257,17-02-1980,,Household,Here,50,2000,100000,Card
51954,31-12-2018,Mombasa,groceries,Discuss,5,250,1250,Cash
52264,23-05-2022,Nairobi,Personal Care,Wind,,2000,,cash
50957,20-07-1973,nakuru,Personal Care,Wish,10,10000,100000,Cash
53931,27-06-1974, Kisumu ,Beverages,Act,20,100,2000,Cash
52325,5/31/2025,Mombasa,Personal Care,Budget,2,100,200,Cash
51612,5/7/2008,Mombasa,Beverages,Civil,,50,,cash
51963,3/12/2006, Kisumu ,groceries,Cold,1,50,50,Card
51005,29-11-1986,Nairobi,Snacks,Space,20,100,2000,M-Pesa
51555,3/26/2025,nakuru,Household,Strategy,1,1000,1000,M-Pesa
50188,7/12/2025,,Personal Care,Real,10,2000,20000,cash
